Data Source,Indicadores del desarrollo mundial,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66
Last Updated Date,44706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
África al sur del Sahara (BIRF y la AIF),TSS,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,829169865.19999981,715170932.0999999,695548244.69999969,818969138.2099998,1416784681.0262811,1285939857.7507224,1016639888.2108111,845894097.03499794,919838268.08795786,773361137.52213776,255531071.66183549,1545026115.4996226,1460228983.7894311,854463619.31957197,937809636.29425347,1000052323.0511233,615474971.26211083,1317723816.7385566,1510216500.483958,2969625003.6392069,1161980880.4394066,2079621354.8791604,1866956380.371099,2597446477.2874269,3577795230.8845868,3608386962.436306,3269901240.5571017,7379460247.1581478,6019551274.4231434,8645875760.6954231,6875196027.7574635,15429288245.544846,10871759276.378637,13816660179.675434,12633129487.912918,19611631250.351604,16435444989.674408,29150798716.211666,38791742030.578232,36636643553.828903,32807356968.154198,42038716323.894875,45549042272.083656,40691175231.1912,44275406888.926544,44415566166.221718,30778816292.340824,27616528474.401997,29951387793.199726,31773291364.891685,30149755796.564915,
Trinidad y Tobago,TTO,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,83200000,103300000,86099999.900000006,65599999.899999999,120152999.90000001,92957979.327748507,132154443.349673,83541666.701475695,128833333.387014,93833333.372430205,184541666.743559,258083333.44086799,203500000.08479199,117708333.382378,113208333.333334,1183673.4693870801,-14527777.7777778,33138888.888888899,62907317.073170803,148894117.64705899,109411764.705882,169341176.470588,177882352.94117701,379211987.07554698,516174947.23917198,298934269.06746298,355399933.86139601,999347641.84657598,729767481.18443,643300000,679500035.95354199,834900044.583722,1007800000,808300000,998100000,939700000,882700000,830000000,2800800000,709100000,549400000,41047454.457020298,-1904347649.2578001,-1129966025.63165,661413505.43736994,176829744.888446,-23598182.380677,-470882577.73977,-700185701.19998395,183972765.263861,-102583361.70735499,
Túnez,TUN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,16000000,23000000,33000000,58000000,28000000,45000000,109614599.98744,93250961.867935598,91308657.521591499,49205031.3354984,234594450.56850699,295663767.442891,340281452.27430999,184157540.88613299,113280411.98953,107849549.88868999,64229378.643731602,91714057.2911167,60619896.732451499,77950464.586524606,77419354.838709697,125456831.403864,525760373.874044,561897566.60495102,432008501.76914102,275971451.22918302,238337799.313409,342704714.82717901,650727787.65724802,347320280.72245997,750720443.57437503,451514809.24785203,790302916.62759304,539481939.00979996,592147521.67861998,712714847.26254594,3239909092.61659,1515345043.99628,2600674976.49755,1525244857.5290201,1334497694.56476,432666011.57848698,1554269128.7808001,1058622582.1839499,1024754443.57724,970521888.74020302,622569482.16197896,810936482.84199798,988942901.04022205,810173457.68064296,592172050.14771199,
Turquía,TUR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,58000000,45000000,43000000,79000000,64000000,114000000,10000000,27000000,34000000,75000000,18000000,95000000,55000000,46000000,113000000,99000000,125000000,115000000,354000000,663000000,715000000,810000000,844000000,678000000,608000000,885000000,722000000,805000000,940000000,783000000,982000000,3352000000,1082000000,1702000000,2785000000,10031000000,20185000000,22047000000,19851000000,8585000000,9099000000,16182000000,13744000000,13563000000,13337000000,19263000000,13835000000,11042000000,12822000000,9266000000,7600000000,
Tuvalu,TUV,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9309.8191438328304,-9779.6190023430299,-10973.3734638277,-11696.8345342259,-11417.194699141201,-10582.6523719546,-11053.950620736399,1687799.9563328701,1751074.6721338499,455233.53400427097,-119087.670246489,1325042.5306661399,337000,300000,300000,300000,300000,298862,298862,100000,
Tanzanía,TZA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3069999.8999999999,5150000,7690000,6030000,-2060000,-870000,6559999.9000000004,2939999.8999999999,6120000,8019999.9000000004,4580000,18920000,17309999.899999999,1520000,-8419999.9000000004,14510000,-7490000,-470000,3759999.8999999999,5839999.9000000004,10000,10000,12169639.330700001,20457763.535399999,50000895.255800001,119936653.7517,150066381.98089999,157885063.85569999,172306244.89840001,516700641.74779999,463400858.7823,549270351.46000004,395567134,318401298.68000001,442539548.35000002,935520591.71000004,403038991.36000001,581511806.98000002,1383260000,952630000,1813200000,1229361018.44368,1799646137.43448,2087261309.7159801,1416088064.8110001,1506024896.0109999,864040000,937700000,971576866.04275596,1217235252.41974,684887679.37722003,
Uganda,UGA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4200000,-1200000,-11900000,5200000,1700000,2100000,2049999.8999999999,800000,1970000,2000000,4000000,0,2020000,0,0,-4000000,0,0,4700000,-1760000,-5910000,1000000,3000000,54600000,88200000,121200000,121000000,175000000,210000000,140200000,160700000,151496150.65192699,184648059.19749999,202192593.61849999,295416479.80069202,379808340.66706097,644262499.94651198,792305780.89124405,728860900.652408,841570802.74763596,543872727.27272797,894293858,1205388487.79374,1096000000,1058564540.34685,737652140.15142798,625704361.86706805,802704141.00856805,1055353352.63033,1273885586.25086,873792834.55531704,
Ucrania,UKR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000,200000000,159000000,267000000,521000000,623000000,743000000,496000000,595000000,792000000,693000000,1424000000,1715000000,7808000000,5604000000,10193000000,10700000000,4769000000,6451000000,7207000000,8175000000,4509000000,847000000,-198000000,4128000000,3680000000,4975000000,5796000000,304000000,
Ingreso mediano alto,UMC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2062426760.099756,1910384456.9995115,1556070901.3819797,2308505888.4276333,3752335660.0940294,2626300091.1809831,3586599879.1339703,2755971194.009409,3293387429.5903444,4324818234.9161863,5854197961.6754198,9150858791.08922,8268516687.6176424,7254135191.3042049,7255575898.7039738,8137517195.5198431,7134434177.6261721,7305535757.5189867,13069011449.621363,13806934132.841715,16157447212.30328,21510641164.617691,34007003593.993801,49227274106.782478,66845089656.927406,74107463652.967529,91734661016.239807,124026938349.21486,126319612542.70967,137870137457.08731,128982058829.76312,137892439234.39682,125800153514.82365,132006356030.27298,182431431982.46262,242400219123.09332,312214725295.70538,435363416015.91174,486922752523.82001,320869932148.01465,514111507625.13208,596964308412.97095,547399061842.96332,619188977746.62683,508678673904.37579,463615665726.51123,432194026711.94763,404135086080.90887,470991135227.46649,419406425416.46332,349188524894.19952,
Uruguay,URY,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2129999.8999999999,-830000,-1139999.8999999999,1389999.8999999999,-80000,22640000,3149999.8999999999,66000000,128800000,215500000,289500000,48600000,-13699999.9,5599999.9000000004,3399999.8999999999,-7900000,37000000,50100000,46800000,37700000,41539999.899999999,32340000,11300000,101500000,154500000,156600000,136800000,113200000,164100000,235300000,262825000,310402928.18663102,179852187.79871601,402717369.25173402,352712784.34557199,826626704.29755294,1508350268.54176,1358736505.93224,2141969341.1486499,1602591812.7720699,2191067966.5153198,2690094196.6627698,6394069821.7127504,986930050.60352302,4085227626.7453699,2673041339.4128599,-515650304.78166598,2686509353.4274902,1825189013.3375199,1374574473.7618101,302522546.92848301,
Estados Unidos,USA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1220000000,770000000,1270000000,1930000000,3540000000,2310000000,2910000000,2920000000,5500000000,8050000000,16740000000,25680000000,21230000000,11500000000,25230000000,9630000000,30946000000,63235000000,56910000000,75780000000,71230000000,34550000000,30310000000,50230000000,55940000000,69080000000,97660000000,122150000000,211150000000,312449000000,349125000000,172496000000,111055000000,117106000000,213641000000,142344000000,298463000000,346613000000,341092000000,161083000000,264039000000,263497000000,250345000000,288131000000,251856000000,511434000000,474388000000,380823000000,214315000000,302199000000,211298000000,
Uzbekistán,UZB,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000,48000000,73000000,-24000000,90000000,166800000,139599999.90000001,121200000,74700000,82799999.900000006,65299999.899999999,82599999.900000006,176599999.90000001,191599999.90000001,173800000,705200000,711299999.89999998,842000000,1662748216.26525,1615052149.8199999,744244552.24451602,691576225.99476302,808675996.57048595,1041199291.09393,1662586807.0325899,1797341435.65381,624686535.50439596,2316482962.2862101,1731508840.5671401,
San Vicente y las Granadinas,VCT,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,-500000,600000,1100000,500000,1500000,2100000,1400000,1800000,7370370.3703703703,4962962.9629629599,9111111.1111111101,10592592.592592601,7666666.6666666698,8896296.2962963004,13900000,31400000,46914814.814814799,30640740.740740702,42644444.444444403,92470370.370370403,88951851.851851895,56796296.296296299,37744444.444444403,21040370.370370399,34048225.925925903,55164448.148148097,65686166.666666701,40087314.814814799,109112344.444444,119406900,159243360,110221666.296296,97218108.888888896,85623860.370370403,115402246.296296,126735012.962963,124422677.78036299,123879207.96481501,80243922.741756305,163275187.56615999,41585789.012084797,74356529.848148093,30859991.150997199,
Venezuela,VEN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-23000000,211000000,-376000000,-84000000,-430000000,418000000,-889000000,-3000000,67000000,88000000,55000000,184000000,257000000,86000000,18000000,68000000,16000000,21000000,89000000,213000000,451000000,1916000000,629000000,372000000,801000000,996000000,2183000000,6202000000,5024000000,2932000000,4703000000,3704000000,761000000,1573000000,1489000000,2450000000,198000000,4358000000,2083000000,-1137000000,1583000000,5855000000,4986000000,2145000000,1135000000,2956000000,1587000000,-68000000,886000000,934000000,958666666.70000005,
Islas Vírgenes Británicas,VGB,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,-7730000,,800000,590000,130000,860000,-1139999.8999999999,,2529999.8999999999,17539999.899999999,1240000,16430000,-3580000,-270000,1480000,70959999.900000006,18350000,4860000,-131220000,675980000,677509999.89999998,-576710000,1109550000,3636650000,8777518710,7915398866,8073327000,3791260000,5451882000,9660121000,28309656000,-7142639000,12029088000,37163179000,52554448000,42212878000,42386824910,50788161140,61121510450,104804764400,40462007210,66712741570,49022945940,39609971330,34389709120,39103361610,39619635210,
Islas Vírgenes (EE.UU.),VIR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,70000,1820000,-890000,1030000,1250000,4089999.8999999999,-340000,-10000,463333.29999999999,-60000,1666666.6000000001,17910000,13050000,131111.10000000001,690000,-80000,40000,10363703.699999999,7679999.9000000004,4070000,180000000,375190278,473945856,926303714.89999998,1944515936,1780400000,2395000000,2220000000,1671000000,1412000000,1298000000,1300000000,1400000000,1450000000,1610000000,1954000000,2400000000,6700000000,9579000000,7600000000,8000000000,7430000000,8368000000,8900000000,9200000000,11800000000,12600000000,14100000000,15500000000,16120000000,15800000000,
Vanuatu,VUT,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,10000,40000,2799999.8999999999,1790000,3250000,10100000,2350000,4919999.9000000004,4889999.9000000004,4635500,7121000,6932931.4243072905,5867099.90253371,7437905.9720615903,4625776.2672718503,2017424.6411844301,12893061.8352693,10813576.8563531,9168584.2045619395,13111196.870972199,25474518.484232999,26452893.6172552,25967921.3059154,29786175.555017699,31044914.665440701,32732115.606304899,30233300.360465098,20383379.4203026,13403366.6167586,20256089.6407318,18004322.077121899,14162544.8083713,18010732.393571399,19840843.504349299,13251642.4085469,43447011.628654398,34155234.676107503,37694497.491275199,32140846.429506101,63109398.821953498,61117730.898663402,60388540.210100897,59379212.802874103,13266163.5152466,31021245.773703501,49027744.932022199,38222690.162777901,37583468.417976499,26815163.899937499,24610536.617163099,
Mundo,WLD,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,12357585832.781563,14020855076.024025,14768702552.84853,20097490761.781448,24129828713.0084,25843473882.853764,20577011011.79953,27094427076.419491,33742874310.366344,41951228840.056122,53413886835.967606,69598655387.769882,64847077910.575218,53073373423.839485,59791128735.957809,44960850724.234848,81768788974.511093,139519097546.27332,165895489458.42767,200156890860.73346,239415229505.09372,174938104195.52432,186259575568.67096,233727690595.86993,278764576770.72546,361954964385.84534,417895948199.43085,534152124654.56519,795657692502.85974,1203494873802.1987,1569111553085.8779,895499686765.78833,755583230739.08728,737264813225.28918,1010422036327.2861,1563481433718.9424,2203987487520.0889,3133858993931.7075,2475530815524.4824,1447379603132.8201,1927683638822.9641,2373333900010.3008,2082069897260.7178,2169745788313.1421,1932812089989.2905,2722424757125.458,2736426800919.7021,2204262024429.9683,931693168798.8927,1514225221530.6897,1227749358770.2754,
Samoa,WSM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,20000,10000,15000,15000,160000,20000,65000,300000,310000,60000,223333.29999999999,197777.70000000001,160370.29999999999,-100000,10000,430000,-200000,550000,120000,156666.60000000001,6599999.9000000004,3189999.8999999999,5000000,5000000,3000000,3439999.8999999999,1159999.8999999999,19989999.899999999,3000000,-718517.16599999997,-1206806.284,1414589.798,1599402.8899999999,2724300.7289999998,2480936.2843736201,3763664.3713860302,21927671.8857047,6821727.4387443997,45899093.793788403,9868116.5080096591,336435.06883913302,15191487.5741784,20871549.7245612,13791695.165307701,22849692.3024683,26867532.323914099,2520673.5113578099,9215371.7869738601,16713450.8645979,-2178815.5521166599,4425695.0838794,
Kosovo,XKX,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53385314.2551203,133876754.527934,370137201.266922,604021946.43866396,538963527.38926995,403147913.08770001,490048756.13896298,535326481.78587902,293089797.08729702,371492237.25682002,199888379.069603,343350610.602171,243787145.16453099,286835212.112418,318542991.55263901,285081551.30700701,394625250.470222,
"Yemen, Rep. del",YEM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130900000,282500000,718000000,903000000,15800000,-217699999.90000001,-60100000,-138500000,-219400000,-307600000,6399510,155140999.90000001,114302000,-89106999.900000006,143578000,-302056736.75750703,1120970000,917300000,1554630000,129200000,188641795.777668,-517842928.47689599,-14239188.360192301,-133570895.62563901,-233104668.58081499,-15444808.354550799,-561000000,-269850000,-282098333.30000001,-370982777.69999999,,
