"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Europa y Asia central","ECS","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","629465838887.483","722976916061.922","888210639126.419","1125139824486.23","1326028368424.72","1297700589461.78","1254207908849.45","1194625582587.37","1232709027273.18","1283587326996.65","1536337840325.17","1834333151669.67","2064285379916.14","2227543265989.19","2709968446232.31","2726852119874.52","2923218421649.37","2744561099310.89","2932976187362.94","3579036307790.59","3745825764771.31","3780948664025.51","3907128804244.43","3986969722032.46","4230333896815.78","4255933442585.52","4476425489666.42","5364270805235.12","6669420643601.6","7562260450066.62","8844634868486.07","10693254437720","11671513857233.7","9031505150886.46","9955190971666.51","11649970603936.9","11283751684050.5","11718314225930.9","12009517132529.1","10538413296897.8","10552770431400.5","11586839544659.4","12882755068743.5","12636009039220","11351592696293.8","",
"Ecuador","ECU","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","1431800000","1626200000","1738400000","2472900000","2975010000","2995000000","2734000000","2686000000","2971000000","3331000000","2673000000","2470000000","2662000000","2890000000","3287000000","3438000000","3753000000","3803340000","4673030000","5294550000","5692740000","6174890000","5123840000","5420190000","6163443859.99","5833553019.63333","6224320463.9188","7389549410.11515","9081827656.06305","11692971202.2479","14499190567.9359","16407687827.7602","21235891828.8698","15947616988.453","19687032373.8305","24754257979.7944","26477836475.9913","27740769563.0333","29063481902.6025","21580392707.9731","20251984511.6975","22713360841.8547","25641972791.9172","26314977346.861","22347128406.6291","",
"Egipto, República Árabe de","EGY","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","3613293987.07734","3658271690.00721","4384142863.40593","6516000009.30857","6936428581.33775","7220428581.74347","7263000010.37572","7376285718.67636","7277428571.42857","6396571428.57142","7244857142.85714","7752142857.14286","8030454545.45454","10751500000","11807000000","12301000000","12550000000","13444000000","14838000000","15951000000","17026700000","14574000000","16518000000","18735000000","17535600000","17136100000","20638700000","27088400000","32141200000","39240500000","47707000000","57826300000","45601000000","49364900000","47370800000","48833600000","44991700000","47364800000","37872900000","34007200000","43609300000","52529133911.6667","54570434740.9167","40646263091.3083","",
"Zona del Euro","EMU","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","377180355903.721","416109358052.688","481796176132.781","591256193355.445","744236328765.986","851107244125.798","813005904852.852","784933271765.941","750719022109.059","769519487645.981","805940289524.032","1009891919106.24","1213002123059.52","1360140971729.19","1472212189776.35","1824613522526.49","1855345048757.81","2032161575842.2","1892186954255.37","1983641919944.7","2423729340133.73","2490091921927.32","2484774963317.51","2604421655482.04","2669402913712.23","2712525147408.27","2741735534903.71","2924275213377.93","3513257433994.42","4383419675524.79","4818129792824.13","5569246018825.93","6766901877505.5","7322055333979.1","5836791862724.89","6298314988463.67","7294819217882.01","6979816247354.66","7303393588109.74","7571087889150.72","6739410312463.37","6864208057988.61","7463811898142.45","8270098554508.76","8060344571889.37","7354075201860.35","",
"Eritrea","ERI","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171348925.912638","142266859.134661","211024751.32218","225128173.021514","121412782.902953","76702091.3646846","106859611.254296","","","","","","","","","","","","","","","","","","","","","",
"España","ESP","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","13852538446.099","14545196913.3771","17202124670.5773","22444862966.4845","29990120593.4618","33862732761.648","34331154956.3128","34765472954.404","32694046177.4756","36792319120.9179","38499367382.5189","46377373388.629","57428552118.2509","67092501711.4717","72175929940.1592","91411395869.4591","100261014985.734","113420703908.747","104312827335.158","116471045826.177","148114929882.007","162901714777.547","165905609875.463","175706679981.723","187841899957.729","194162180842.803","200207177063.571","215670847021.391","266781617494.223","313692820416.704","335972616581.961","384827863281.913","471620328010.709","507101313009.554","416764577621.227","440044970826.407","511914702724.485","480359801594.746","518542425148.414","528088655189.777","462859602983.73","481511048584.371","529828887156.851","576313085632.886","561858186357.523","457321066549.542","",
"Estonia","EST","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","664274614.588318","1173174013.0047","1592952537.58434","2276987506.46927","2659020013.59598","3212499636.60832","3598389105.96255","3356971032.45417","3622493893.41039","4105405223.91411","4500607441.15013","5916940176.09045","7925390009.84785","10002048361.9452","11966060834.4573","15803564875.6518","17979196336.4575","13052006248.5107","15761409761.0665","21543303419.5849","21119199399.8755","22810864415.6379","23291007359.3151","18855443188.7771","19856881701.8548","21827396629.5216","24369404737.6361","24831734384.2485","23549767886.9138","31415834003.6947",
"Etiopía","ETH","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","436473430.162547","403719806.958319","537149758.713599","572850241.822633","531256038.903988","579323671.777451","572222222.498658","627101449.42215","646425120.772947","755072463.768116","673961352.657004","688888888.888889","745652173.913044","605797101.449276","450338164.251207","459773236.714976","502020000","709492579.385752","835917875.37697","835898711.337525","1003238039.56994","972887969.883625","957622544.9606","1008455360.44197","991972510.52597","1078275962.23163","1277003187.17431","1715486703.40454","1972885985.14426","2254263814.57155","2726114070.12038","3532787710.09648","3436424616.29417","4652359009.5406","5840334742.73855","6003581060.99673","6124095308.03315","6396127496.36029","6026047096.00217","5917837030.30666","6666299091.10363","7690819312.4557","7654757397.51471","7727453323.19631","",
"Unión Europea","EUU","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","442899474280.806","487222210185.398","559251883926.029","681786833175.515","855104918858.548","976221239328.658","931677459937.567","899918766838.09","867406364340.598","891802926313.908","927123209181.25","1144118750115.08","1369973522652.51","1532938088624.22","1649824332978.81","2019895072088.77","2048075326974.46","2240237428324.84","2088053991906.69","2213261338828.41","2728223456488.66","2819542538913.25","2789840495129.19","2918580561179.86","2987162853467.29","3069631773279.69","3106417609168.87","3312161308653.91","3996673686094.43","4989651953546.36","5527975139196.43","6414000892146.62","7808365324045.77","8528547933702.01","6767272884163.9","7345834619136.01","8515785753651.76","8149604057218.51","8537740853579.51","8854544442778.76","7867360732910.72","8015860779972.62","8752304732339.31","9693795157577.43","9498711327019.64","8720234952191.79","",
"Frágiles y situaciones de conflicto afectados","FCS","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109455654657.978","134267297897.197","177297093242.473","250864045394.288","302947985964.713","366741238061.467","486044345515.309","331235218216.583","415156666862.335","489061609766.281","538933391860.04","515527581372.977","455494117552.162","301911864693.484","259734452641.376","328140761460.399","417354129969.218","418100200112.205","277333763276.994","",
"Finlandia","FIN","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","6742360223.57683","7679965199.80288","9211450530.07221","10589501776.0399","13716964976.0453","17332151090.4663","17259047156.1291","16136176961.6721","15224707860.3793","16396545563.9467","16779622017.0166","19746231118.8169","24077294644.4421","28129824341.1132","29520767032.5964","34350394512.2722","29385111537.1517","29853150130.2348","28919427943.1618","36727999449.4679","50050176218.3025","49937804634.5004","51202327944.4047","52361002791.3133","53413481048.2052","60045402413.7919","60140158690.0561","63147271062.5384","72622668539.255","88440733799.3205","96701477253.3142","113498530884.304","137953728094.597","153546533917.512","108093964277.021","115023032964.234","127597908176.761","120200704827.55","122438617869.956","123076068427.962","100237031109.848","101588546509.456","114487335022.875","126432769890.348","130585496441.45","119413914704.489","139867638308.441",
"Fiji","FJI","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","475492922.58776","597104032.118466","565264420.72636","545627892.165246","512723279.389751","528017513.732118","543190790.976869","580209924.871966","570241787.984968","663796167.359045","793415730.33708","881621077.154227","842054613.256345","855294637.525514","904217541.470059","1074020319.30334","1139132495.8521","1348393073.46968","1265312483.76539","986704024.02503","1110109792.47318","1021549633.63849","982362747.040931","1054183877.97505","1383498337.51266","1548885073.61261","1692262757.04952","1608140640.76507","1714964175.96576","2088879319.92921","1480884185.60317","1887412561.83158","2344338650.02303","2503220720.37401","2465742324.49303","2602621732.24845","2348582375.56497","2376666926.79861","2544559335.88329","2729748500.00942","2697960078.64546","1293109378.45192","",
"Francia","FRA","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","73389401881.9444","78303921502.7485","90671791119.7031","114248089665.043","145238905920.459","172538222817.923","169094633857.324","153865801830.972","145428817515.397","147805665091.54","154300395946.569","187838599953.418","221004422255.803","249688538738.267","273302489580.617","341070471632.05","359042208113.657","406803060975.686","384412845647.124","347892314340.325","407899157048.838","412924667537.01","423991569123.358","454647959654.958","488569998588.305","475024874976.698","478684204574.373","497869947367.625","592625513594.925","696533996712.311","768077827403.953","870583157381.685","1017194912112.67","1112315313762.71","877712857335.409","931364725611.788","1061645815185.42","1008885714785.31","1047345859403.27","1063391282640.47","955755830680.768","957952564490.185","1022184408474.07","1132651379087.18","1114692333433.46","925277541399.624","",
"Islas Feroe","FRO","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","605250000","641180000","632250000","663610000","700600000","777570000","809434100.309605","881581787.061974","1005003431.29265","1183384522.20213","1336317106.7211","1094885398.1513","1235549289.0362","1451515472.85539","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103557200","115768100","114733900","149356000","166489300","180828900","","","","","","","",
"Gabón","GAB","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","1482877509.37675","2031152032.02864","2433884333.91322","2533015569.37918","2350655210.16599","2244177961.70302","2203353502.48918","2119093001.24331","1215861455.66168","1417165341.20411","1423678146.14043","1933993570.04314","2750410751.33607","2579873010.10491","2654030075.76336","2669491150.04779","2596699940.18575","2978480794.19556","3608871526.65178","3303503817.96727","2183776802.67993","2859456686.83337","3541297779.92334","2808421358.69325","2650855481.3783","3392670225.67513","4236797955.52814","5638895998.50626","","7120435056.18285","9281095979.53559","6867811011.23359","9442190172.99276","10660911361.8665","10164625217.8776","9670499631.34341","8557981459.66647","5501128936.1716","","","","","","",
"Reino Unido","GBR","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","31209575076.0333","35201224330.2203","42528053105.8004","53887264051.9439","68068384563.0701","74002467886.8324","78052743346.4559","90998080348.2407","112593058243.056","154005076947.002","201137015525.423","211050786198.746","205106175238.663","185396680568.783","190435500362.364","198983535861.164","212901591201.748","252501579033.059","290813585343.449","318351344543.287","379063380327.018","373473547007.743","370863072561.793","355071912529.562","391087798778.095","461092476933.027","496009315707.67","541078079695.652","556965106091.793","576827419728.172","628211496838.349","622682417048.876","627009245384.178","703585310771.98","843092322038.278","993188603736.555","1204985837189.73","1408343731278.93","1349260541335.74","923106380211.335","978915376254.548","1150288784449.52","1090298027173.74","1087003665552.53","1108078849793.72","1010774236291.62","955130293644.419","1053813582647.19","1176776208420.51","1170507179602.01","951723623509.698","",
"Georgia","GEO","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","761100000","908600000","757800000","993845377.36","1015443137.61","1152792998.02","1431318240.68","1877518042.81","2415128989.78","2841113024.12","3645163897.5","4244247310.61","3672282928.63","4590694666.84","5999916712.56","7098576422.02","8093809035.13","8065858739.02","6952651653.41","7091684714.66","8689820205.87","10178439228.64","10917407025.5","6888452521.63","",
"Ghana","GHA","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","895396228.989208","894004916.988868","1020352502.67125","997351490.885253","1164600067.99997","1213100000","831818195.999996","713854747.999908","477600000","611700000","676000000","804730000","906100000","958700000","894000000","948800000","1071400000","1125300000","1202100000","1382200000","1595500000","1750300000","1681460000","2558400000","2488300000","2456149058.71039","2415072637.80784","2584790115.87","3213965896.5","3451277546.23","3951955122.49545","5182787664.71528","6087992440.54157","7156194251.88412","7734623515.75809","9490300000","14650889045.752","16867293075.6352","16490492419.184","15372216692.7262","16857799270.2015","17707821123.0376","20746150000","23113029504.6122","26075275749.6245","22815524181.145","",
"Gibraltar","GIB","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","567060000","602850000","575690000","707830000","841270000","847300000","684790000","757130000","675050000","713101000","773476000","748503000","812740000","773542598","757558982.411412","820424956.899331","780688000","728423775.060097","820690000","928900000","1097510000","1312880000","1454760000","1144130000","1548550000","1527960000","2118190000","1995290000","2151588035.24102","1895059688.08639","2501349779.29816","4694690000","4147590000","4127510000","9028570000","",
"Gambia","GMB","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","58089547.2679866","82746606.9874671","69024511.6015944","57527742.8354363","79794360.0218049","77098444.9430383","97001778.0899521","91993222.6851833","67386562.9260238","128765688.458276","147601003.230975","155754873.30182","175130266.451436","206569438.541851","238935264.98707","235313944.754291","218272802.460647","179796980.96056","223032694.766549","226666884.52803","","","","","","138630688.026648","180107525.509142","189766466.067007","205471193.065563","253587719.897848","316131377.384795","285175740.547149","280100154.492391","257815893.635855","279452192.806359","265945245.065434","271134211.207002","219089153.791261","189858500.584602","280838612.575107","374426653.995193","372615401.368028","183404526.276947","140585588.563937",
"Guinea-Bissau","GNB","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","17400000","15300000","25400000","18100000","9700000","15400000","15900000","20640000","26100000","33500000","18030000","25720000","38820000","29590000","28570000","56860000","","","","67917305.1890516","62168914.4457061","73083236.5137489","84751632.4743512","95228499.9233338","77859571.7373585","140870881.784058","172081921.372025","163401384.200295","183791113.255814","297902934.332518","156272045.870877","201167400.345896","275820035.801492","342254372.406499","217860860","421642941.675572","435930819.863831","370623516.395912","299351997.181376","",
"Guinea Ecuatorial","GNQ","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","44593575.8794521","50515662.170618","38547586.4412935","42322770.0011292","43189300.2955732","59004472.2039462","70055160.6607989","65359677.7619898","94208450.9534193","180356879.451926","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grecia","GRC","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","4202000000","4834000000","5905000000","7680000000","8374000000","9183000000","7891000000","7166000000","7333000000","7111000000","7905000000","10216000000","11378000000","11185000000","13333000000","14554350000","15328000000","14253000000","15650000000","16835000000","16394000000","16071000000","","27570463258.2518","32213558697.5771","31933964804.525","31540191549.8582","39785842491.2506","52340348493.3606","55576682080.1185","60623026313.601","73370388771.147","88050253671.0922","68579114232.4041","68302429958.9923","75647423091.9781","71744728297.0151","81468064383.68","88160275841.7633","71007930203.2449","67182904808.3017","77005075496.7736","89091526259.9491","88147802567.9416","66195088845.8434","",
"Granada","GRD","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","29159259.2592593","33600000","41351851.8518519","39100000","39000000","38300000","39600000","41200000","54285185.1851852","76966666.6666667","81507407.4074074","88911111.1111111","87762962.9629629","95600000","100437037.037037","102974074.074074","113107407.407407","130381481.481482","128677777.777778","136296296.296296","143644444.444445","169851851.851851","222348148.148149","240808900.370371","200866461.851852","176718518.518518","183268888.888889","203424911.111112","160304948.518518","175562158.518518","223205771.851852","215883337.777777","195361477.777778","190913730","201952147.037037","213488089.259259","216729330.37037","491675286.440026","523498280.656285","537015836.244757","593783913.840417","635831364.840802","680864859.996577","438094604.178246","",
"Groenlandia","GRL","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","1369600000","1349100000","1552000000","1834000000","1525900000","1312200000","1205000000","1261200000","1191300000","1203200000","1167300000","1300700000","1454800000","1588400000","1752700000","1966800000","2084700000","2311200000","2870000000","2836700000","3264100000","3578200000","3556300000","4075700000","4220412949.0005","4125400710.95116","4297754972.42066","6425400000","7068800000","8035600000","9270400000","9571932590","8832913270","9970280640","11972758440","11846977130","12324223600","13044177970","12872740020","13087241950","14023329400","14254308630","14605691880","13761916540","",
"Guam","GUM","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","275490196.186467","313764706.005398","314941176.594095","410509804.082553","372444444.57687","264366666.754789","225200000.075066","246374094.556321","262026809.480059","","","","","","","492492000","535875000","592845000","641355000","724000000","751200000","698800000","680500000","683900000","667500000","670200000","669500000","748887000","696757000","730041000","850649000","1054666635.87332","978287406.261279","1197026985.87065","1478564912.85545","1764043752.10528","1593527417.74","1403035064.20964","1366049614.8977","1722877007.91175","1700377891.37159","1614920431.25597","1866089575.14262","2871881897.65487","",
"Ingreso alto","HIC","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","987943644059.852","1100119719591.05","1245111612936.16","1494217283013.03","1929418637474.51","2334216202360.49","2403454143479.5","2265626388731.46","2157849991890.21","2272610284535.65","2289547827403.42","2619331869767.15","3081541472480.28","3572895877594.52","3921492546024.94","4598982565358.87","4677672024221.64","4969904238270.22","4857503336901.26","5294912441377.85","6376773608183.72","6715486592438.6","6946169388550.69","6931245179457.81","7260335461852.83","8011417347540.04","7641870620617.61","7842226161415.63","9055560929536.07","11066328393344.1","12559582877303","14561052964372.3","17204487235364","18627264218690.1","14787742601698.2","16922651237460.4","19638847048309.5","19538762863232.4","20077985218978.6","20582509164857.1","18470305369809.4","18445300622063.6","20202688649260.1","22202852018792.6","21821161206322.9","19457151723101.5","",
"Hong Kong, Región Administrativa Especial","HKG","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233265493200.206","233869824414.927","271158524739.595","256328640138.146","261619636136.612","287088484353.486","336373508262.44","387886990601.551","443307899205.809","510281438014.496","544948123437.729","482855822870.096","589109723320.586","665069143621.483","707588668926.13","763575669713.637","782902875149.723","770492552625.379","764137700164.12","827070955494.455","889275467781.406","858618683885.597","807288280490.724","",
"Honduras","HND","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","336799999.930203","350850000","463350000","593850000","706500000","859200000","967450000","903200000","783500000","814950000","863150000","924250000","1024800000","965300000","1047800000","1085200000","1053200000","1055400000","1102700000","1240100000","1367900000","1667100000","1982900000","2261400000","2484500000","2310900000","2693836069.7158","2661109376.66089","2763360801.41879","2820712346.4448","3325195046.19741","3816910249.70997","4135566682.33915","4641411998.52316","5013288516.86048","4318254630.55641","4992872077.32504","6290146495.5711","6729011824.58548","6307037916.68477","6815499229.03553","6988414040.45133","6816998306.48433","7461531974.24573","7355936904.49483","7435065796.65809","6393939967.84392","",
"Países pobres muy endeudados (PPME)","HPC","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","16407140585.0347","20040344565.5338","23599016542.1097","22311628499.6357","19841682607.974","19295571363.7316","20467693154.4469","19803980145.3835","20217414980.8752","20611694848.7525","21468284733.2393","22847573911.6745","24432515976.5173","23162698345.9579","22507091664.5241","22222638936.9725","24067652648.4392","28435858732.1353","31435945932.5762","31942222018.3043","32596176492.0023","32487323014.2042","36597391570.0278","37516552180.3787","40197025930.3786","45473975769.4748","55919337534.5616","66896946338.66","80921371189.6116","98370129112.6049","120498656178.102","105185604008.589","129709209566.701","157723267677.302","161840488522.767","168227313546.264","172133680529.687","148812738179.814","148211792262.899","167127163234.104","183533587589.126","187348803563.887","176927436771.75","",
"Croacia","HRV","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6290570126.56308","7394942966.56147","7166523053.92645","8210509473.6294","8368810394.76754","8918440027.56062","8370987838.63178","7958321587.30934","9073572876.86133","10307219082.1829","13020008439.281","16255406188.87","17530555805.207","20413637677.608","24688057453.3107","27936023275.9275","21717947739.6416","22701745898.4364","25732197690.7635","24633207728.3511","24789060215.8902","26445546546.2782","24374422462.0751","25152789915.256","28992698691.7099","33444819536.4827","34627899334.9747","27393343247.5888","",
"Haití","HTI","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","64100000.01282","63899764.5318012","76259999.9488245","92059923.6658995","106220000.021244","141700000.02834","175400000.03508","213260000.042652","215540000.043108","308780000.061756","245660000.049132","278480000.055696","294540000.058908","323540000.026962","342280000","296620000","325600000","281100000","241380000","324900000","226180000","112900000","118070000","66990000","192360000","191600000","379100000","473770000","531260000","503700000","444220000","421100000","469840000","512600000","605080000","709947000","800986000","945221851.186649","1065133417.13622","1049086780.81533","1355928894.86069","1400248115.80363","1613471446.39918","1725657146.35795","1809600848.5599","1709282618.4414","1740607442.29919","1853431277.42592","1803654403.23315","1064248393.50995","1283440275.66631",
"Hungría","HUN","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","9780142531.56941","9683966802.15284","9823944743.11932","9394944871.64651","10187957579.9957","11194122557.3121","11275953639.7952","12014862948.5969","12315421926.8437","12534732725.6364","13926098042.4063","11419348236.8479","11440706794.1705","19136669641.6855","20926425911.8974","24213290670.0343","27178318353.5292","28526087612.0772","33116683049.1938","36695016591.4097","41292553374.8487","50818309462.7925","66699817444.5846","78915359268.632","93788978076.9171","122238550990.104","143373931721.434","116717219298.995","126318006702.407","138366846927.663","126685847572.229","132324338156.354","136921791849.962","120339228071.503","125515841360.185","138540224724.823","148971091642.296","152182914625.341","141924445616.503","",
"Sólo BIRF","IBD","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","407747903487.11","403757964747.635","427171017077.001","409356527445.999","367953862924.303","436684127863.482","488845620066.817","536641191300.828","616875600973.916","639604676704.617","707113983691.928","754668746104.788","891086480176.812","1081943425853.57","1199227413762.68","1229406217696.61","1212007704285.39","1240474453577.14","1503418261313.11","1482681798040.17","1575033319634.06","2005583152267.47","2567651589234.8","3174378050191.95","3908536304075.04","4763055556718.78","5782474920172.52","4579609276009.71","5769900171122.94","6988207503619.63","7324894069158.26","7590044891906","7714274727326.51","6819759638640.23","6561781425579.75","7491429231568.91","8254550341354.37","8241318893540.02","7581017220214.45","",
"BIRF y la AIF","IBT","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","453816184056.712","447274116599.123","473302306898.187","456797576000.182","406592663509.825","480679474656.003","534489544212.962","588100994696.161","680061118641.539","701249820989.145","770361186751.093","819208369793.983","959168784845.604","1151586820266.93","1274551506031.67","1305316036138.24","1284090787513.73","1325946903412.15","1604068337955.28","1583525838869.02","1679449807127.85","2131773424477.4","2725316596249.56","3373761024802.97","4136779622297.53","5029877203754.24","6110237852961.3","4844516124796.51","6109366200206.1","7398609196684","7734636972143.38","8017545371066.92","8138168052219.5","7175667236942.48","6904694770607.1","7882624867723.18","8697523717226.42","8702982591728.68","7971375976657.29","",
"total de la AIF","IDA","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","37047528192.8924","36864238651.0126","50541031180.2866","67764943368.1593","56815821505.4255","46660650035.3187","44130985677.7178","46780542851.909","48016587737.7502","39177827932.2485","44672712238.3574","46474037485.52","52344126271.4829","64143838159.6839","62688225472.4689","64481997927.5109","65928577769.3977","69865210604.7619","69941510895.8999","75387332715.9863","75774406392.5642","71573642324.7694","86652763988.3127","101649260575.54","102028392367.513","105337710376.668","126554104429.068","157673519472.07","199882494101.045","228593469708.396","267130107921.339","328193732102.545","265294417775.925","339963204415.723","410989820645.97","409973244577.111","427774465314.744","424043815916.51","355987333491.932","342991182897.885","391280292852.968","443233557020.128","462962000876.319","388217705130.649","",
